ID,text,date,label_name
828,"Stop waiting for the perfect moment, take the moment you have and make it perfect!  WE BeLIEve IN YOU @itsmeangelieofc",2020-11-28,daily_life
1261,"So honored and grateful  to celebrate #FathersDay ‍♀️‍♂️ —- what a privilege to honor the beloved, model perfect [husband x human being] father of my children, best friend forever and husband on this upcoming special day. {{USERNAME}} {{URL}} ",2020-06-20,daily_life
2180,Drivers license by {@Olivia Rodrigo@} is so good!!!! Go stream if you haven’t!!! Masterpiece.,2021-01-11,pop_culture
279,2/3 tried to push me towards formula feeding. Fast-forward to today when my baby is EBF & thriving. My {{USERNAME}} midwife made all the difference & really took care of me. But mothers all over the UK are being let down by lack of support stemming from lacking govt support.,2021-06-27,daily_life
1620,"ICYMI: {{USERNAME}} held a livestream for Earth Day yesterday. Margaret joined the livestream to talk about the compressor station fight.  Watch the full event on Youtube below. Thank you, {{USERNAME}} for organizing this event and for sharing our story! {{URL}} ",2020-04-24,pop_culture
1277,"Social Distancing Day 7 Update:  I have retired the navy cargo shorts, I am now wearing olive green cargo shorts (of note, the green ones qualify as nice cargo shorts, the navy ones were casual cargo shorts)  AND I shaved {{USERNAME}} is the luckiest girl in the world",2020-03-19,daily_life
250,"Happy New Years EVE! We have good news when it comes to how quickly we re vaccinating in Connecticut. Plus, nursing homes will be getting a funding boost. Join us for the LAST GMCT of 2020 so we can say  good riddance!  together! See you on TV! {@WTNH News 8@} {{URL}} ",2020-12-31,pop_culture
1636,IKEA the so called international company is pretty lax in its nature.we ordered a  single seater sofa for which they have sent covers and cushion covers of a two seater.Its like sending size XL for a baby.Clean up ur act IKEA.. {{USERNAME}} {{USERNAME}},2021-03-24,business_&_entrepreneurs
2082,"Bay Area on fire weather watch due to heat wave, dry lightning: {{URL}} via {{USERNAME}} #sanjosecommunity #sanjose #siliconvalley #sanjosecommunity #siliconvalleycommunity via {{URL}} ",2020-08-16,pop_culture
1950,Check out what I just listed on Mercari. Tap the link to sign up and get $10 off. ⁦ {@Official Hobby Lobby@} ⁩ {{USERNAME}} #hobbylobby #mercari #print #prints #frames #decor #homedecor #resale {{URL}},2020-01-26,business_&_entrepreneurs
2074,Watch NEW MUSIC VIDEO #HeavenAngel by {@The Driver Era@} {{URL}},2021-07-25,pop_culture
1045,Check out my new single  Never Leave U  distributed by {@DistroKid@} and live on Apple Music! {{URL}},2019-12-15,pop_culture
31,"#PVSindhu congrats keep going, sky is the limit. Best of luck for Gold in Paris Olympic {@Pvsindhu@} ",2021-08-01,sports_&_gaming
2971,UEFA Champions League | Manchester City v Chelsea | Highlights. {{URL}} #SSFootball via {@SuperSport@},2021-05-30,sports_&_gaming
864,The key to being happy is knowing you have the power to choose what to accept and what to let go. {{USERNAME}} DJLOONYO AOSStayHomeParty,2020-07-26,daily_life
3003,The Super Straight Movement Has The Trans Community FURIOUS. {{URL}} via {@YouTube@} #SUPERGAY #supergays {@Blaire White@},2021-03-09,daily_life
1824,"“Do you want to watch Anaconda?”  No, we already watched it this year.  “But it’s one of the best movies ever made. About snakes.” {{USERNAME}} ",2020-04-18,pop_culture
2312,Jared hits approach  just right of the flag in good position {{USERNAME}} {{USERNAME}} {{USERNAME}},2020-09-13,sports_&_gaming
2065,Twitter reacts to Stephen Thompson s victory over Vicente Luque at UFC 244 {{URL}} via {@MMA Junkie@},2019-11-03,sports_&_gaming
2707,The {@Jay Som@} gig was so  that the fire alarm literally went off after the guitar solo from “Super Bike”,2019-10-28,pop_culture
842,OOOO WAITWAIT PUT TAP DANCING SOUNDS FOR THE KID {{USERNAME}} #ArmyMovieNight,2021-04-11,pop_culture
2426,"Shining through the city with a little funk and soul So I ma light it up like dynamite, woah-oh-oh {@SB19 Official@} #SB19 #SB19onWishNotesOfHope",2020-08-23,pop_culture
1462,{{URL}} do me a solid and pre-save on spotify and apple music by checking out this teaser clip.  Release 8/27/21 #indie #supportmetal #rtItBot {{USERNAME}},2021-08-22,pop_culture
2085,Disgraced rockers Brand New allegedly scrubbed from Spotify Wrapped lists|from {{USERNAME}} {{URL}},2019-12-08,pop_culture
2453,I love you {@AJ Hinch@} and I just want you to know you have alot of Houston supporting you!  I m a proud fan of my {@Houston Astros@} and the world series in 2017 and I will be forever grateful for that beautiful memory!  And NO ONE can ever take that from me!!   #itsnottainted,2020-02-09,sports_&_gaming
2193,THREW TOGETHER A REMIX OF AN OLD AUDIOTOOL CLASSIC {{URL}} {{USERNAME}},2021-02-21,pop_culture
1928,"WOW! We streamed for 7 hours today playing through Until Dawn! It was a relatively quiet stream, but i had some cool folks like {{USERNAME}} , my new homie RAIDING me, DJCool4, {{USERNAME}} , {{USERNAME}} , and Nightwing_of_Hyrule decide the fight of some teens. Thank you!",2020-10-18,sports_&_gaming
2243,plasticsimz: Hot Girl Summer Collection(BRANDY X PLASTIC) ATTENTION ALL MY LADIES!!! It’s Hot Girl Summer Time in sims! CLICK LINK BELOW TO DOWNLOAD ❤️ A big thank you to brandy sims this was a dream come true! {{USERNAME}} Tou Found in Full... {{URL}},2020-06-24,daily_life
1393,aha you wanna sub to my YouTube channel {{USERNAME}} so bad   I m gonna be posting an animatic sometime in the near future so please go and do that if you re interested !!♥️,2021-04-04,pop_culture
309,I probably shouldn t say this But at times I get so scared When I think about the previous Relationship we ve shared  MAYDON TimeHeals {@Maymay@} {@Donny@},2020-06-30,daily_life
3084,Searching for tweet from {@Mercedes AMG PETRONAS F1 Team@} about {@Max Verstappen@}  s recovery and wishes...  404 Not Found.  Success going into the head... #Disrespectful,2021-07-19,sports_&_gaming
1715,4 facts + 4 people i wanna know about   i ❤︎ gummies way too much  used to be a paper driver but overcame it because my motion sickness got really bad  drama/movie OST   i ve jumped from the 1st floor of a flat to chase a cat XD  thanks for the tag {{USERNAME}} ^^,2020-09-06,daily_life
490,The thought of being with you tomorrow gives me the strength to go on today.  #FumiYam #TheFumiYamShow #YamyamGucong  #FumiyaSankai {{USERNAME}} {{USERNAME}},2021-02-14,pop_culture
818,"So {{USERNAME}} and I have been watching Queen s Gambit and it s just ok. The first 2 episodes were great, but the pacing of the next two wasn t as good. Does it pick up?",2021-02-07,pop_culture
1463,#VwithSudheer {@Sudheer Babu@} don t know why lots of sites gave mixed reviews. Movie lived to the hype..I am especially happy that your role is not dummy as u balance nani s act very well,2020-09-06,pop_culture
1914,Dear {@Fox Footy@} what is it going to take to remove Gerard Healy from commentating Melbourne FC matches?  Unless he stops being so negative about the club please stop giving him the gig.   It’s worse than Eddie barracking for the Pies.,2020-07-26,sports_&_gaming
2588,"The Hutchinson Overide may be better suited to tamer paths and pavement, per {{USERNAME}} See why on {{USERNAME}}  At The Finish  review here: {{URL}} #tarvelbygravel #graveltravel",2019-12-01,science_&_technology
1850,I just earned the  Middle of the Road (Level 95)  badge on {{USERNAME}} ! {{URL}},2021-02-21,sports_&_gaming
2870,Game day!   We look to take a 2-1 lead in the o-train series tonight in an exhibition game VS Carleton.   To see how we tied things up last week check out {{USERNAME}} article below for a recap.   #GGNation | #HorseBaseball ⚾️ {{URL}},2019-09-18,sports_&_gaming
2112,Sunday Fun-day {@The Old Republic@} stream starts at 10 AM Pacific. Come join Nexu and myself for some Star Wars FUN! {{URL}},2019-12-22,pop_culture
1259,#YourFavoriteTexasPromoter #BornPaidEnt️️️ NEW MUSIC VIDEO BY MY BROTHER bornpaidzeezy - #untold shot by {{USERNAME}}  #4E #hoodfame #OakCliffAmerica #BornPaidWorldWide #DallasWallStreet #ripfresh #bp5l… {{URL}},2020-05-03,pop_culture
1165,Nash Grier Shares 1st Photo Of Newborn Son & Reveals Fiancee Taylor Gave Birth In The Living Room {{URL}} via {@HollywoodLife@},2019-09-28,pop_culture
892,"Update! the light official music video as of 1:33 am  views: 2,743,298 likes: 158k subscribers: 176k comments: 202k  keep streaming guys #BGYO {@BGYOPH@} ",2021-04-04,pop_culture
970,Listen to {@Simon Brew@} chat to Birds Of Prey (2020) director Cathy Yan on {{USERNAME}} #film #podcast #BirdsOfPrey {{URL}},2020-02-09,pop_culture
1658," {@Kurt Warner@} : With the Greatest Show on Turf {@Los Angeles Rams@} , my WR getting was about SEPARATION. With {@Arizona Cardinals@} , my WR getting open was about POSITIONING. #TightWindow #FootballOpen #NFLopen   always great, gotta love it ! {@NFL Network@} {@Las Vegas Raiders@}  {@Miami Dolphins@} ",2020-12-27,sports_&_gaming
2483,Check out my new album  Fractal  distributed by {@DistroKid@} and live on Apple Music! {{URL}},2021-08-19,pop_culture
1188,"Had 3 New Years kisses with {{USERNAME}} because we kept thinking it was already 2020 when it wasn’t, what a treat to start the decade x",2020-01-01,daily_life
2095,Great night at {{USERNAME}} last night:  Guys: Colin Sahlman(1500m) 3:46.39 Leo Young ( Mile) 4:10.95 Lex Young ( Mile) 4:12.15 Girls: Sam McDonnell ( Mile) 4:48.41 Ailish Hawkins ( Mile) 5:05.78                   #npxc {{USERNAME}} {{USERNAME}} {@MileSplit US@} {@RunnerSpace@},2021-05-16,sports_&_gaming
1716,"So, I picked up my preorder of {@The Outer Worlds@} today and I played it for about three hours.  This game is amazing. Combat is crazy good. Interacting with characters is enjoyable and hilarious. The lore of the world and the story is absolutely one that I can sink my teeth into.",2019-10-25,sports_&_gaming
521,"A better vocal cannot be delivered. She might not be THE queen, but she is a once-in-a-generation talent. And as far as covers go, this has to be near the top.   Without You  - Mariah Carey {@Mariah Carey@} #Mariah #MariahCarey #Mimi #newmusic #listenhere {{URL}} ",2021-03-14,pop_culture
2982,Streaming these Masterpiece because I miss {@BTS_twt@} Keep safe everyone {{URL}},2020-05-31,pop_culture
393,"Join us LIVE from day 2 of #LAB19 with {@SERA Labour s Environment Campaign@} for their Uplands, National Parks & Climate Change: Supporting Nature for the Many fringe event featuring {@Daniel Zeichner@} {{USERNAME}} {@Hilary Benn@} {{USERNAME}} {@RSPB@} {{URL}} ",2019-09-23,pop_culture
77,Stay safe everyone.  GOD BLESS US! {@SB19 Official@} #SB19,2020-11-01,pop_culture
1417,"The {@College Football Playoff@} needs to incorporate ALL TEN CONFERENCE CHAMPIONS and six at large teams. This nonsense on teams based on HYPE, I am looking at you Notre Dame and Ohio State, needs to STOP.",2020-12-20,sports_&_gaming
262,I would like to offer you and your family {{USERNAME}} our deepest and most sincere condolences and my the soul of your step Dad rest in peace .My the Lord comfort you and ur family Stay Strong & We love you,2019-12-01,daily_life
1878,"Never give up, moas! Victory is right behind the corner  I nominate TOMORROW X TOGETHER  #Whosfan_1st_Anniversary  #후즈팬_1주년_축하해  #Whosfan_with_TOMORROWXTOGETHER {@TOMORROW X TOGETHER@} ",2021-05-23,pop_culture
1458,The first scientist in the world are the Biafrans.. I could remember genetically when our forefathers will look at the sun and tell exactly what the times is.. If you don t embrace who you are and your culture then you will die a slave. {{USERNAME}},2021-02-07,science_&_technology
240,The Irish win big here {{USERNAME}} over Trotwood by the final score of 100-78. {{USERNAME}} finishes with 42 points in a dominant second half.,2020-01-19,sports_&_gaming
721,So are we celebrating the 4th of July or not. Asking for a friend {{USERNAME}},2020-06-29,daily_life
2863,Happy International WOMEN S Day to Every Women Out there Especially to u Maa...!! #HappyWomensDay2020 {@Asim Riaz@} #AsimSqaud     #JacSimFever,2020-03-08,daily_life
1637,I see {@Bafana Bafana@} disappointed the country once again - Jordan and his cadres are running our football to the ground.,2021-03-28,sports_&_gaming
2172,I used a gas station to finally hear Half Of My Heart by {@John Mayer@} {{URL}},2020-05-03,pop_culture
1058,"I love youuuu, {@Vester@} #SinongUmiyak #STELLshineDAY {@SB19 Official@} ",2020-06-18,pop_culture
2919,Congratulations to Rylee Gust on placing fourth at state and becoming the first female wrestler in {{USERNAME}} history to place in a state wrestling tournament at the high school level! {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}},2020-02-23,sports_&_gaming
799,Taylor Swift Fans Are Obsessed With Taylor s New  Hey Stephen  Laugh {{URL}} via {@Teen Vogue@},2021-04-11,pop_culture
2764,Add my new album  &#34;F&#39; the World  on Spotify: {{URL}} (powered by {@DistroKid@} ),2019-10-22,pop_culture
1448,Ugh I m so happy. On Friday I had lunch with my co-makoti and the men topped up our alcohol and it turned into a girls night in.  Last night my newly found sister {{USERNAME}} came through and takanamwa zviri correct and she made these pork chops. My weekend has been great.,2020-12-27,daily_life
381,The Parish Eucharist is in the building at 9:30am and our online service is available here {{URL}} {{USERNAME}} {{USERNAME}},2021-06-20,arts_&_culture
2572,. {@Hero MotoCorp@} The passion pro i3S I bought in Nov 2019 is troubling me ever since. No single day I could go out with 100% confidence of it starting without hassles. It never starts without choke. Your service center says it’s expected and live with it.,2020-08-16,science_&_technology
2691,I rated Shawn Mendes - Wonder on {{USERNAME}} ! Vote & get this song played! {{URL}} false,2020-10-04,pop_culture
2407,So sad to hear the passing of {@JuiceWorlddd@} . To think we were the same age and he isnt with us anymore is so hard to comprehend. He had so much going for him and it s hard to process. But he will live on through his music and all ot his fans. Too soon man. Reast in peace.,2019-12-08,pop_culture
1036,VanillaLace vs dupe with pink himalayan sea salt Argan Hemp ORganic Handmade Luxury Soap Cakes Bestselling VEgan Soapas Mothers Day Soap {{URL}} via {@Etsy@},2019-09-15,business_&_entrepreneurs
1210,"Bible Verse About Strength: But the Lord stood with me and strengthened me, so that the message might be preached fully through me, and that all the Gentiles might hear. Also I was delivered out of the mouth of the lion.  ~ 2Timothy 4:17 {{URL}} via {@Pinterest@} ",2021-03-28,daily_life
2816,"THE PAT KENNY SHOW {{URL}} via {@NewstalkFM@} Prepare and brace yourself for whats going to come from President Trump, yesterday, he accused the Supreme Court a Co equal branch of government, of not liking him because of there ruling relating to DACA. Be safe all.",2020-06-19,pop_culture
106,Shania Twain - That Don t Impress Me Much (Official Music Video) {{URL}} via {@YouTube@} {@Olga Khazan@} Sigh ...,2021-02-28,pop_culture
85,"These were the biggest street style stars of the decade, from {@Rihanna@} to {@Gigi Hadid@} : {{URL}} ",2019-12-29,pop_culture
1226,#NowPlaying  Get  Em Up [Prod. by Mr. Brady] - {{USERNAME}} #MICCratesRadio   Download the app. @ {{URL}} Submit your music today!,2020-07-12,pop_culture
1039,"I backed into my {@The Daily Orange@} career and pondered leaving after writing one article.   More than three years later, I consider {@Daily Orange Sports@} my family. Proud to now be an alum.  My ‘hack’ and final piece for the D.O.: {{URL}} ",2020-04-26,daily_life
474,Did you have a recce of our new song/video over at {{USERNAME}} yet? We worked hard on it :) Available on most platforms from this Friday.    Video Premiere: Fauxchisels – Edge Fund – Joyzine {{URL}},2021-04-07,pop_culture
1195,Finally got a chance to watch the {{USERNAME}} Presents: Our Country .... in place of the {@ACM Awards@} the artists performed from their homes. Absolutely amazing performances.  What a great way to share the music. I hope this continues in some fashion in the future #ACMOurCountry,2020-04-12,pop_culture
1142,{{URL}} So August ft Rick Ross has a new song out. He s defining entanglement. No Cap. It s a jam. #entanglements {@August Alsina@},2020-07-19,pop_culture
2703,i m so pumped to watch {@CeeDee Lamb@} play with the Cowboys,2020-09-13,sports_&_gaming
2508,DeAngelo Hall says free agent Chris Harris of the Broncos best fit would be with the Super Bowl Champion Kansas City {@Kansas City Chiefs@} hey Veach I agree! That makes our secondary one of the best in the {@NFL@},2020-02-11,sports_&_gaming
431,Check out GIRL POWER! Available for the next 1 day via {{USERNAME}} {{URL}},2020-03-08,daily_life
1979,Epi 7 of {@The Morning Show@} - {@Mindy Kaling@}  parading around a couple of white women to show how progressive the network is...while the brown people are left to make sure the trains of their dresses don t touch the ground.  I find this extremely ironic when her character is AUDRA.,2019-12-01,pop_culture
3166,MLS Cup final: Seattle Sounders v Toronto FC – follow it live with {@Beau Dure@} ! {{URL}} #MLSCupFinal,2019-11-10,sports_&_gaming
1351,Check out my new album  RSF  distributed by {@DistroKid@} and live on Apple Music! {{URL}},2021-08-20,pop_culture
1819,REQUEST {@ARASHI@} {@MTV@} #FridayLivestream   o｡｡.｡｡oo｡｡.｡｡o  Please play the music video for ARASHI s  Turning Up  on Friday Livestream.  o｡｡.｡｡oo｡｡.｡｡o  STORY IN THE SUMMER / Kite Whenever You Call ARASHI   ↓↓OK  copy & paste OK,2021-02-24,pop_culture
633,Ohio State will get a {@College Football Playoff@} berth even though I’m not sure they’ve earned it. Nevertheless here we are and Ohio State has to be hoping Notre Dame wins this game. Alabama will roll them as the 4th seed.,2020-12-19,sports_&_gaming
2337,So {{USERNAME}} hits on most of what I loved about #BirdsOfPrey in her excellent review: {{URL}},2020-02-14,pop_culture
629,sorry {@Harry Styles@} i don’t stream lights up on spotify  i do it on deezer,2019-10-13,pop_culture
2306,IM SO HAPPY I GET TO SEE HARRY {@Harry Styles@} ❤️,2019-11-25,pop_culture
2669,"Man tough sledding....lost another 12 followers tweeting about the Bills yesterday, really must have been everything positive hey {{USERNAME}} ?  :---)",2019-12-22,sports_&_gaming
2529,The fight should ve been called after he dropped from a broken leg then it wouldn t of been Tko for cry baby {@The Diamond@},2021-07-11,sports_&_gaming
1757,A message for Jenna Marbles. {{URL}} via {@YouTube@} #jennaweloveyou #jennamarbles,2020-06-28,pop_culture
345,#mclassradio #Nowplaying  2TRU - Riders In The Front(Eng By Ducey_DaPhatom) {{USERNAME}} #newmusic #trendinghits #yycmusic #todaysmusic  Listen Live on: {{URL}},2021-02-21,pop_culture
2370,Yes. The rumors are true. Since the office is shut down for the time being I will be working at {@ALDI USA@} for the time being. Gotta make money in these trying times.,2020-03-16,daily_life
2415,Why wasn’t the Seahawks player flagged for removing his helmet? {@NFL@} #CLEvsSEA,2019-10-13,sports_&_gaming
1526," Hey, Dani. Do u remember that time watching {@Liquid Stranger@}  s set at {@Lost Lands Festival@} when u were stuck and couldnt move?.... No? .... yeah, me either.    Favorite set from the whole weekend!",2020-04-19,pop_culture
2052,Greta Thunberg & Allies File Climate Complaint Against 5 Countries (Not China) {{URL}} via {@Breitbart News@} SAD LITTLE GIRL BEING USED BY THE GLOBALISTS.....WHEN MATURE SHE WILL BE VERY ANGRY I THINK,2019-09-24,science_&_technology
310,"#sts70s thanks for the company twitterati, stay safe everyone and see you next week. #SOTN Don McLean. Close second {@Billy Joel@} ",2021-03-28,pop_culture
735,Thought we forgot about you huh?? {@RobertEasterJr@} You up next  !!! #OHIO,2020-11-01,sports_&_gaming
187,#archive Which is the right way to remember brother Robert Mugabe: From {@Prof Makau Mutua@} {{URL}} From {@David Ndii@} {{URL}},2019-11-10,daily_life
1695,"Lilies please vote for Lisa, down vote others  #LISA #리사 #BLACKPINK #블랙핑크 #LALISA {@BLACKPINK GLOBAL BLINK@} {{URL}} ",2020-06-07,pop_culture
677,6 years ago today {@Sleeping With Sirens@} were on channel 4’s Sunday brunch and I was so excited to see them on U.K. tv!!  Was so so good!! Ahh  I miss you guys!,2021-04-11,pop_culture
2592,The Sound of Silence - Pentatonix {{URL}} via {@YouTube@} <iframe width= 560  height= 315  src=  {{URL}}   frameborder= 0  allow= accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture  allowfullscreen></iframe>,2021-02-07,pop_culture
3149,The {@Green Bay Packers@} survived the {@Dallas Cowboys@} and the refs.   What a game!  #NFL #CowboysvsPackers #refs #Packers,2019-10-06,sports_&_gaming
415,Randy Arozarena s first major league home run extends the Cardinals lead to 5-2 in the 6th inning in Arizona. {@KMOX St Louis News@} #TimeToFly #STLCards,2019-09-25,sports_&_gaming
516,I really like how {@Katori Hall@} {{USERNAME}} {@Thomas Q Jones@} @ ALL their castmates 2 show love! Everybody included and thAts as dope as the show! #PValleyStarz,2020-08-16,pop_culture
917,"Y all, we hit the ground RUNNING raising money for the heckin kids! Thank you for smashing our first milestone goal and unlocking a horror stream in the future   Thank you {{USERNAME}} and {{USERNAME}} for the raids!  We sent the party over to {{USERNAME}} to keep the love alive!",2021-05-02,business_&_entrepreneurs
1493,"“When Jesus spoke again to the people, he said, “I am the light of the world. Whoever follows me will never walk in darkness, but will have the light of life.”  VANJOSS OnKTnXChristmasConcert PaskongKapamilya With Vanjoss {{USERNAME}} ",2020-12-20,arts_&_culture
344,"Sunday emails so far, {@easyJet@} offering me a cheap holiday to Turkey {@Betfair@} offering to match my £10 bet & 50 odd from a Nigerian uncle I never knew I had",2020-05-03,daily_life
294,Game day!!! {@Ito Smith@} #NFL100 #InBrotherhood #RiseUp #AtlantaFalcons #NFLKickoff @ Mercedes-Benz Stadium {{URL}},2019-09-08,sports_&_gaming
1096,"Ohio just shut down all bars and restaurants (assuming fast food/drive-thru orders might still be ongoing), effective 9 PM tonight.  Again, I ll give credit and praise where due: {@Governor Mike DeWine@} is doing what is necessary to keep Ohioans safe.",2020-03-15,daily_life
904,5️⃣0️⃣％ of the goals Danny Ings has ever scored in the Premier League have been for {@Southampton FC@} this season (21/42)  #SOUSHU,2020-07-26,sports_&_gaming
642,The UFC 251 Viewing Party with {{USERNAME}} & {{USERNAME}} and our listeners begins at 10 pm  YouTube link: {{URL}} Discord chat: {{URL}},2020-07-12,sports_&_gaming
3039,"The main event of yesterday s NJPW show was really good, I thought. So excited for Tanahashi vs Shingo on Saturday! #njnbg {@Kevin Kelly@} does such a great job as always in making you care about every current story. It s so good, thank you! ",2021-01-26,sports_&_gaming
2421,"#Australia {@ipbes@} World s oceans at a tipping point, indicates UN s Intergovernmental Panel on Climate Change report {{URL}} via {@ABC News@} ",2019-09-25,science_&_technology
2944,"Love the pink socks! #LivePd Thank you for wearing them, {@Dan Abrams@} {{USERNAME}} {@Tom Morris Jr@} I lost my sister to breast cancer last Christmas Eve. This cause hits home for me. Thank you ",2019-10-13,daily_life
2553,Apple Confirms New Warning Affecting Almost All iPhone Users - {{URL}} via {@Shareaholic@},2020-04-26,science_&_technology
3110,I m an old ARMY & everytime BTS wins an award i would always cry so grammys do ur job properly so i can cry tears of joy instead sadness early in the morning  #LightItUpBTS #BTSARMY #BTSGrammy {@BTS_twt@},2021-03-14,pop_culture
2346,"Dear {@Notre Dame@} and {@Notre Dame Football@} please make an announcement about your stadium for the fall  so we can either get a refund, credit or plan my Saturday’s accordingly this fall... sincerely all season ticket holders",2020-08-23,sports_&_gaming
1168,Apparently Tyson Fury went to a night club after the post fight press conference. So basically {@TYSON FURY@} has stopped off at the MGM Grand and battered Deontay Wilder on his way for a night out!! #WilderFury2,2020-02-23,sports_&_gaming
593,Scott Morrison says Greta Thunberg s fiery UN speech is giving kids  needless anxiety  about climate change (via {@Business Insider Australia@} ) {{URL}},2019-09-25,science_&_technology
1982,"#NowPlaying ♫ #Np {@TRAVIS SCOTT@} F/ {@Drizzy@} - SICKO MODE  ♫ at {{URL}} Listen LIVE {{URL}} {{URL}} Wake Up To {@Notorious VOG@} In The Morning #NITM☕ M-F 6:30-11a, {{USERNAME}} Urban Talk, News, Laughs & More!",2019-12-29,pop_culture
2521,Check out this awesome Spotify playlist for new music & inspiration for your weekend  Massive thank you & S/O to {{USERNAME}} for including our new single #WaitingForRain feat. {{USERNAME}} {{URL}} #SaturdayThoughts #NewMusic #weekendvibes #spotify #NP,2021-04-10,pop_culture
260,Attention everyone - don’t fly {{USERNAME}} {@Delta@} … apparently my friend told me the flight company they have their own variant of covid they are manufacturing and spreading called the Delta variant - stay safe #how us non vaccinated folks role!,2021-08-29,business_&_entrepreneurs
832,Theophilus London - Century Girl feat. Devonte Hynes (music video) {{URL}} {@YouTube@} より,2021-02-28,pop_culture
1343,Check out Rare Wayne Gretzky 1972 6th Annual Burlington Horseshoe Program Mint! {{URL}} via {{USERNAME}},2019-09-22,sports_&_gaming
1758,Every brother is special to his sister & Every sister is special to her brother ✨ Happy raksha Bandhan ---️---  Happy rakshabandhan bhai {{USERNAME}} #HappyRakshaBandhan #Rakhi2021  #RakhshaBandhan #art #brothersisterlove ❤️,2021-08-22,daily_life
1115,Deobis we are so close to 2M so if u are free pls stream the stealer full version on yt and also on naver   THE BS WE GOT THIS #THEBOYZ #더보이즈 #StanWorld {@THE BOYZ@},2021-04-04,pop_culture
500,Played {@Hearthstone@} for the 1st time in 3mths today and felt like I never stopped. Loving the new features and quest logs!,2020-12-06,sports_&_gaming
3055,"Maybe {@NCAA Football@} should just start the season with the final 4 of Alabama, Clemson, Ohio State and Oklahoma. It s that predictable (and quite boring YoY). I ll stick with the excitement of {@NCAA March Madness@} .",2020-12-20,sports_&_gaming
2130,manchester is red  {@Manchester United@} #MUNMCI  #InternationalWomensDay  #CHEEVE,2020-03-08,sports_&_gaming
1649,Also Harry performed watermelon sugar and released it at the same time as snl exactly how we predicted. Someone s losing their peps eh {@Harry Styles@} ?,2019-11-17,pop_culture
3079,Hope everyone is staying safe and enjoying Easter Sunday {{USERNAME}} {{USERNAME}} {{USERNAME}} @,2020-04-12,daily_life
2284,Clay Travis of Outkick Media to Lawmakers: ‘Big Tech Controls the Country’ {{URL}} via {@The Epoch Times@},2021-03-14,science_&_technology
3069,"Looking forward to diving into this - The History of Spiritual Jazz: Hear a Transcendent 12-Hour Mix Featuring John Coltrane, Sun Ra, Herbie Hancock & More {{URL}} via {{USERNAME}} ",2020-01-05,pop_culture
2033,"Please tell me how Maguire, lindelof and de gea get away with stinking the place out week in week out. How can ole sit there and watch these jokers and still pick them please please tell me because I am baffled {@Manchester United@} ",2021-02-21,sports_&_gaming
2545,"2 अक्टूबर को गाँधी का जन्म हुआ था,  20 अक्टूबर को आँधी  का जन्म हुआ... {@Virender Sehwag@} not played for country... Not for records... Not for team... He played for crowd,  ONLY ONE Mission PROVIDE FULL Entertainment. Most destructive batsman in the world.",2019-10-20,sports_&_gaming
2078,"Our game had everything this morning {{USERNAME}} v River Juniors Rio.   Goals, disallowed goals, penalties, shots hitting the frame of the goal, injuries, players not turning up, players turning up late or at half time... Grassroots football at it’s finest, well done both teams ⚽️",2020-02-23,sports_&_gaming
3140,"Episode 415, powered by {@Blue Microphones@} : The guys and {@Chris Jericho@} analyze “I’m Leaving You” from the 1984 Scorpions album Love at First Sting! #podcast #podcasting #PoweredByBlue {{URL}} ",2021-07-25,pop_culture
2619,"Finally {{USERNAME}} {{USERNAME}} I finished ff14 what an amazing ride from AAR to Shadowbringers the story’s and characters are some of the best I experienced in gaming, and I’m glad y’all got me back into it thank you .",2021-01-03,sports_&_gaming
2796,Anyone else not able to play the Vandy@Purdue game via BTN+? {@Big Ten Network@} I’m currently paying for a streaming service that doesn’t stream the game I wish to see....,2019-09-08,sports_&_gaming
2573,"UFC 244 results, highlights: Darren Till makes successful 185-pound debut with win over Kelvin Gastelum {{URL}} via {@Circleboom@} ",2019-11-03,sports_&_gaming
1571,"Dear {@Houston Astros@} and {@MLB@} ,  I ve loved the Astros since I was 6 years old. In the 30 years since I ve cheered them on in the World Series and through 100 loss seasons, but quite frankly I m sick to death of this scandal. Rooting for the Astros in the 90 s was great... (1/4)",2020-02-12,sports_&_gaming
2549,Yo what’s with the {@UFC@} refs tonight. Are we on another planet?!?! These guys are Bambi on ice getting tagged with big hits/ chokes. Unacceptable,2021-03-28,sports_&_gaming
3013,"According to the {@American Gaming Association@} Association there are 17 casinos open in the United States, including 11 commercial in Deadwood, SD, and six Native American properties (3 OK, 2 WA, 1 ID). The other 972 remain closed.",2020-05-10,sports_&_gaming
360,"#AsimRiaz is such a cute, innocent boy at heart, kiddish sometimes, goofy sometimes, lovable, kind and polite most of the times! #AsimForTheWin {@ColorsTV@} {@Bigg Boss@} ",2020-02-02,pop_culture
2814,The reporters at the {{USERNAME}} have done a beautiful job covering how people of faith in Dubuque have been observing their holidays in the time of COVID. This look into the Kassas family as they broke their fast was stunning: {{URL}} #ProudSubscriber,2020-04-26,daily_life
620,"The amount of vuvuzelas for just winning a beer cup? What would have happened if they won #CCL, {@Al Ahly SC@} saved us from this madness #Amakhosi4Life",2021-08-01,sports_&_gaming
2263,"*Blinks slowly* what day is it? Is it almost New Years Eve? More importantly, when is {{USERNAME}} open next?",2020-12-30,daily_life
