subtaskID,datapointID,answer
1,2911,118.3904
2,2911,Acid
3,2911,2
4,2911,-99999
5,2911,Favorable
1,2912,115.7884
2,2912,Acid
3,2912,2
4,2912,-99999
5,2912,Favorable
1,2913,109.6966
2,2913,Acid
3,2913,2
4,2913,-99999
5,2913,Favorable
1,2914,68.5559
2,2914,Acid
3,2914,2
4,2914,-99999
5,2914,Favorable
1,2915,126.0615
2,2915,Acid
3,2915,2
4,2915,-99999
5,2915,Favorable
1,2916,100.2993
2,2916,Acid
3,2916,2
4,2916,-99999
5,2916,Favorable
1,2917,81.8522
2,2917,Acid
3,2917,2
4,2917,-99999
5,2917,Favorable
1,2918,106.6864
2,2918,Acid
3,2918,2
4,2918,-99999
5,2918,Favorable
1,2919,126.7088
2,2919,Acid
3,2919,2
4,2919,-99999
5,2919,Favorable
1,2920,106.8893
2,2920,Acid
3,2920,2
4,2920,-99999
5,2920,Favorable
1,2921,125.3301
2,2921,Acid
3,2921,2
4,2921,-99999
5,2921,Favorable
1,2922,110.518
2,2922,Acid
3,2922,2
4,2922,-99999
5,2922,Favorable
1,2923,100.8466
2,2923,Acid
3,2923,2
4,2923,-99999
5,2923,Favorable
1,2924,102.4773
2,2924,Acid
3,2924,2
4,2924,-99999
5,2924,Favorable
1,2925,82.8311
2,2925,Acid
3,2925,2
4,2925,-99999
5,2925,Favorable
1,2926,67.9247
2,2926,Acid
3,2926,2
4,2926,-99999
5,2926,Favorable
1,2927,83.3299
2,2927,Acid
3,2927,2
4,2927,-99999
5,2927,Favorable
1,2928,106.5054
2,2928,Acid
3,2928,2
4,2928,-99999
5,2928,Favorable
1,2929,123.7465
2,2929,Acid
3,2929,2
4,2929,-99999
5,2929,Favorable
1,2930,128.5885
2,2930,Acid
3,2930,2
4,2930,-99999
5,2930,Favorable
1,2931,127.9247
2,2931,Acid
3,2931,2
4,2931,-99999
5,2931,Favorable
1,2932,116.6053
2,2932,Neutral
3,2932,2
4,2932,-99999
5,2932,Favorable
1,2933,99.1257
2,2933,Acid
3,2933,2
4,2933,-99999
5,2933,Favorable
1,2934,108.7743
2,2934,Acid
3,2934,2
4,2934,-99999
5,2934,Favorable
1,2935,92.8866
2,2935,Acid
3,2935,2
4,2935,-99999
5,2935,Favorable
1,2936,55.4873
2,2936,Acid
3,2936,2
4,2936,-99999
5,2936,Favorable
1,2937,89.0292
2,2937,Acid
3,2937,2
4,2937,-99999
5,2937,Favorable
1,2938,93.2368
2,2938,Acid
3,2938,2
4,2938,-99999
5,2938,Favorable
1,2939,79.1711
2,2939,Acid
3,2939,2
4,2939,-99999
5,2939,Favorable
1,2940,91.1238
2,2940,Acid
3,2940,2
4,2940,-99999
5,2940,Favorable
1,2941,103.6962
2,2941,Acid
3,2941,2
4,2941,-99999
5,2941,Favorable
1,2942,80.6099
2,2942,Acid
3,2942,2
4,2942,-99999
5,2942,Favorable
1,2943,105.948
2,2943,Acid
3,2943,2
4,2943,-99999
5,2943,Favorable
1,2944,70.3418
2,2944,Acid
3,2944,2
4,2944,-99999
5,2944,Favorable
1,2945,119.0048
2,2945,Acid
3,2945,2
4,2945,-99999
5,2945,Favorable
1,2946,85.186
2,2946,Acid
3,2946,2
4,2946,-99999
5,2946,Favorable
1,2947,90.1776
2,2947,Acid
3,2947,2
4,2947,-99999
5,2947,Favorable
1,2948,106.6629
2,2948,Acid
3,2948,2
4,2948,-99999
5,2948,Favorable
1,2949,130.2193
2,2949,Acid
3,2949,2
4,2949,-99999
5,2949,Favorable
1,2950,117.9099
2,2950,Acid
3,2950,2
4,2950,-99999
5,2950,Favorable
1,2951,118.4243
2,2951,Acid
3,2951,2
4,2951,-99999
5,2951,Favorable
1,2952,99.2233
2,2952,Acid
3,2952,2
4,2952,-99999
5,2952,Favorable
1,2953,98.5862
2,2953,Acid
3,2953,2
4,2953,-99999
5,2953,Favorable
1,2954,120.6866
2,2954,Acid
3,2954,2
4,2954,-99999
5,2954,Favorable
1,2955,77.8787
2,2955,Acid
3,2955,2
4,2955,-99999
5,2955,Favorable
1,2956,132.408
2,2956,Acid
3,2956,2
4,2956,-99999
5,2956,Favorable
1,2957,71.8732
2,2957,Alkaline
3,2957,2
4,2957,-99999
5,2957,Favorable
1,2958,86.241
2,2958,Acid
3,2958,2
4,2958,-99999
5,2958,Favorable
1,2959,118.9243
2,2959,Acid
3,2959,2
4,2959,-99999
5,2959,Favorable
1,2960,110.2487
2,2960,Acid
3,2960,2
4,2960,-99999
5,2960,Favorable
1,2961,74.0523
2,2961,Acid
3,2961,2
4,2961,-99999
5,2961,Favorable
1,2962,118.1796
2,2962,Neutral
3,2962,2
4,2962,-99999
5,2962,Favorable
1,2963,137.2681
2,2963,Acid
3,2963,2
4,2963,-99999
5,2963,Favorable
1,2964,95.3498
2,2964,Alkaline
3,2964,2
4,2964,-99999
5,2964,Favorable
1,2965,125.1653
2,2965,Acid
3,2965,2
4,2965,-99999
5,2965,Favorable
1,2966,98.6154
2,2966,Acid
3,2966,2
4,2966,-99999
5,2966,Favorable
1,2967,112.8625
2,2967,Acid
3,2967,2
4,2967,-99999
5,2967,Favorable
1,2968,99.3003
2,2968,Acid
3,2968,2
4,2968,-99999
5,2968,Favorable
1,2969,131.6668
2,2969,Acid
3,2969,2
4,2969,-99999
5,2969,Favorable
1,2970,80.6352
2,2970,Alkaline
3,2970,2
4,2970,-99999
5,2970,Favorable
1,2971,106.7938
2,2971,Acid
3,2971,2
4,2971,-99999
5,2971,Favorable
1,2972,95.2692
2,2972,Acid
3,2972,2
4,2972,-99999
5,2972,Favorable
1,2973,79.523
2,2973,Acid
3,2973,2
4,2973,-99999
5,2973,Favorable
1,2974,107.074
2,2974,Acid
3,2974,2
4,2974,-99999
5,2974,Favorable
1,2975,48.3333
2,2975,Acid
3,2975,2
4,2975,-99999
5,2975,Favorable
1,2976,124.6573
2,2976,Acid
3,2976,2
4,2976,-99999
5,2976,Favorable
1,2977,109.0886
2,2977,Acid
3,2977,2
4,2977,-99999
5,2977,Favorable
1,2978,92.9152
2,2978,Acid
3,2978,2
4,2978,-99999
5,2978,Favorable
1,2979,67.5192
2,2979,Acid
3,2979,2
4,2979,-99999
5,2979,Favorable
1,2980,99.1559
2,2980,Acid
3,2980,2
4,2980,-99999
5,2980,Favorable
1,2981,95.2784
2,2981,Acid
3,2981,2
4,2981,-99999
5,2981,Favorable
1,2982,97.4833
2,2982,Acid
3,2982,2
4,2982,-99999
5,2982,Favorable
1,2983,95.8756
2,2983,Acid
3,2983,2
4,2983,-99999
5,2983,Favorable
1,2984,93.8051
2,2984,Acid
3,2984,2
4,2984,-99999
5,2984,Favorable
1,2985,80.034
2,2985,Acid
3,2985,2
4,2985,-99999
5,2985,Favorable
1,2986,99.6806
2,2986,Acid
3,2986,2
4,2986,-99999
5,2986,Favorable
1,2987,108.1364
2,2987,Acid
3,2987,2
4,2987,-99999
5,2987,Favorable
1,2988,94.2251
2,2988,Acid
3,2988,2
4,2988,-99999
5,2988,Favorable
1,2989,114.0066
2,2989,Acid
3,2989,2
4,2989,-99999
5,2989,Favorable
1,2990,107.7993
2,2990,Acid
3,2990,2
4,2990,-99999
5,2990,Favorable
1,2991,58.0776
2,2991,Acid
3,2991,2
4,2991,-99999
5,2991,Favorable
1,2992,114.9594
2,2992,Acid
3,2992,2
4,2992,-99999
5,2992,Favorable
1,2993,87.9122
2,2993,Acid
3,2993,2
4,2993,-99999
5,2993,Favorable
1,2994,98.5969
2,2994,Neutral
3,2994,2
4,2994,-99999
5,2994,Favorable
1,2995,124.3154
2,2995,Acid
3,2995,2
4,2995,-99999
5,2995,Favorable
1,2996,93.786
2,2996,Acid
3,2996,2
4,2996,-99999
5,2996,Favorable
1,2997,124.8382
2,2997,Acid
3,2997,2
4,2997,-99999
5,2997,Favorable
1,2998,52.4083
2,2998,Acid
3,2998,2
4,2998,-99999
5,2998,Favorable
1,2999,105.0272
2,2999,Acid
3,2999,2
4,2999,-99999
5,2999,Favorable
1,3000,110.9469
2,3000,Acid
3,3000,2
4,3000,-99999
5,3000,Favorable
1,3001,98.04
2,3001,Acid
3,3001,2
4,3001,-99999
5,3001,Favorable
1,3002,75.5773
2,3002,Acid
3,3002,2
4,3002,-99999
5,3002,Favorable
1,3003,102.0106
2,3003,Acid
3,3003,2
4,3003,-99999
5,3003,Favorable
1,3004,94.4997
2,3004,Acid
3,3004,2
4,3004,-99999
5,3004,Favorable
1,3005,102.6319
2,3005,Acid
3,3005,2
4,3005,-99999
5,3005,Favorable
1,3006,114.682
2,3006,Acid
3,3006,2
4,3006,-99999
5,3006,Favorable
1,3007,115.661
2,3007,Acid
3,3007,2
4,3007,-99999
5,3007,Favorable
1,3008,85.129
2,3008,Acid
3,3008,2
4,3008,-99999
5,3008,Favorable
1,3009,108.3828
2,3009,Acid
3,3009,2
4,3009,-99999
5,3009,Favorable
1,3010,83.6806
2,3010,Acid
3,3010,2
4,3010,-99999
5,3010,Favorable
1,3011,102.989
2,3011,Acid
3,3011,2
4,3011,-99999
5,3011,Favorable
1,3012,92.0015
2,3012,Acid
3,3012,2
4,3012,-99999
5,3012,Favorable
1,3013,70.0192
2,3013,Acid
3,3013,2
4,3013,-99999
5,3013,Favorable
1,3014,92.453
2,3014,Acid
3,3014,2
4,3014,-99999
5,3014,Favorable
1,3015,98.4842
2,3015,Acid
3,3015,2
4,3015,-99999
5,3015,Favorable
1,3016,100.8044
2,3016,Acid
3,3016,2
4,3016,-99999
5,3016,Favorable
1,3017,94.0531
2,3017,Acid
3,3017,2
4,3017,-99999
5,3017,Favorable
1,3018,82.2356
2,3018,Acid
3,3018,2
4,3018,-99999
5,3018,Favorable
1,3019,106.2585
2,3019,Acid
3,3019,2
4,3019,-99999
5,3019,Favorable
1,3020,136.4141
2,3020,Alkaline
3,3020,2
4,3020,-99999
5,3020,Favorable
1,3021,99.2985
2,3021,Acid
3,3021,2
4,3021,-99999
5,3021,Favorable
1,3022,80.7628
2,3022,Alkaline
3,3022,2
4,3022,-99999
5,3022,Favorable
1,3023,100.9884
2,3023,Acid
3,3023,2
4,3023,-99999
5,3023,Favorable
1,3024,86.4047
2,3024,Acid
3,3024,2
4,3024,-99999
5,3024,Favorable
1,3025,76.2908
2,3025,Acid
3,3025,2
4,3025,-99999
5,3025,Favorable
1,3026,107.6784
2,3026,Acid
3,3026,2
4,3026,-99999
5,3026,Favorable
1,3027,110.5384
2,3027,Acid
3,3027,2
4,3027,-99999
5,3027,Favorable
1,3028,108.6149
2,3028,Acid
3,3028,2
4,3028,-99999
5,3028,Favorable
1,3029,97.5014
2,3029,Acid
3,3029,2
4,3029,-99999
5,3029,Favorable
1,3030,78.78
2,3030,Acid
3,3030,2
4,3030,-99999
5,3030,Favorable
1,3031,80.1775
2,3031,Acid
3,3031,2
4,3031,-99999
5,3031,Favorable
1,3032,93.7972
2,3032,Acid
3,3032,2
4,3032,-99999
5,3032,Favorable
1,3033,120.3134
2,3033,Acid
3,3033,2
4,3033,-99999
5,3033,Favorable
1,3034,95.8224
2,3034,Acid
3,3034,2
4,3034,-99999
5,3034,Favorable
1,3035,129.0128
2,3035,Acid
3,3035,2
4,3035,-99999
5,3035,Favorable
1,3036,103.0576
2,3036,Acid
3,3036,2
4,3036,-99999
5,3036,Favorable
1,3037,103.5351
2,3037,Neutral
3,3037,2
4,3037,-99999
5,3037,Favorable
1,3038,104.6805
2,3038,Neutral
3,3038,2
4,3038,-99999
5,3038,Favorable
1,3039,76.0988
2,3039,Acid
3,3039,2
4,3039,-99999
5,3039,Favorable
1,3040,96.5523
2,3040,Acid
3,3040,2
4,3040,-99999
5,3040,Favorable
1,3041,101.9452
2,3041,Neutral
3,3041,2
4,3041,-99999
5,3041,Favorable
1,3042,111.3682
2,3042,Acid
3,3042,2
4,3042,-99999
5,3042,Favorable
1,3043,99.2297
2,3043,Acid
3,3043,2
4,3043,-99999
5,3043,Favorable
1,3044,99.0689
2,3044,Acid
3,3044,2
4,3044,-99999
5,3044,Favorable
1,3045,92.8961
2,3045,Acid
3,3045,2
4,3045,-99999
5,3045,Favorable
1,3046,112.9737
2,3046,Alkaline
3,3046,2
4,3046,-99999
5,3046,Favorable
1,3047,115.3803
2,3047,Acid
3,3047,2
4,3047,-99999
5,3047,Favorable
1,3048,116.0357
2,3048,Acid
3,3048,2
4,3048,-99999
5,3048,Favorable
1,3049,115.3569
2,3049,Acid
3,3049,2
4,3049,-99999
5,3049,Favorable
1,3050,125.3228
2,3050,Acid
3,3050,2
4,3050,-99999
5,3050,Favorable
1,3051,116.9945
2,3051,Acid
3,3051,2
4,3051,-99999
5,3051,Favorable
1,3052,109.4181
2,3052,Acid
3,3052,2
4,3052,-99999
5,3052,Favorable
1,3053,116.9765
2,3053,Acid
3,3053,2
4,3053,-99999
5,3053,Favorable
1,3054,103.1348
2,3054,Acid
3,3054,2
4,3054,-99999
5,3054,Favorable
1,3055,69.7953
2,3055,Acid
3,3055,2
4,3055,-99999
5,3055,Favorable
1,3056,104.3369
2,3056,Acid
3,3056,2
4,3056,-99999
5,3056,Favorable
1,3057,124.0242
2,3057,Acid
3,3057,2
4,3057,-99999
5,3057,Favorable
1,3058,111.5343
2,3058,Neutral
3,3058,2
4,3058,-99999
5,3058,Favorable
1,3059,84.9493
2,3059,Acid
3,3059,2
4,3059,-99999
5,3059,Favorable
1,3060,95.6293
2,3060,Acid
3,3060,2
4,3060,-99999
5,3060,Favorable
1,3061,86.8749
2,3061,Acid
3,3061,2
4,3061,-99999
5,3061,Favorable
1,3062,83.2832
2,3062,Acid
3,3062,2
4,3062,-99999
5,3062,Favorable
1,3063,90.7731
2,3063,Acid
3,3063,2
4,3063,-99999
5,3063,Favorable
1,3064,86.3937
2,3064,Acid
3,3064,2
4,3064,-99999
5,3064,Favorable
1,3065,75.324
2,3065,Acid
3,3065,2
4,3065,-99999
5,3065,Favorable
1,3066,110.7839
2,3066,Acid
3,3066,2
4,3066,-99999
5,3066,Favorable
1,3067,125.1179
2,3067,Acid
3,3067,2
4,3067,-99999
5,3067,Favorable
1,3068,108.3961
2,3068,Acid
3,3068,2
4,3068,-99999
5,3068,Favorable
1,3069,104.4973
2,3069,Acid
3,3069,2
4,3069,-99999
5,3069,Favorable
1,3070,108.6414
2,3070,Acid
3,3070,2
4,3070,-99999
5,3070,Favorable
1,3071,108.9983
2,3071,Acid
3,3071,2
4,3071,-99999
5,3071,Favorable
1,3072,101.1785
2,3072,Acid
3,3072,2
4,3072,-99999
5,3072,Favorable
1,3073,120.235
2,3073,Acid
3,3073,2
4,3073,-99999
5,3073,Favorable
1,3074,97.4769
2,3074,Acid
3,3074,2
4,3074,-99999
5,3074,Favorable
1,3075,120.2984
2,3075,Acid
3,3075,2
4,3075,-99999
5,3075,Favorable
1,3076,124.2752
2,3076,Acid
3,3076,2
4,3076,-99999
5,3076,Favorable
1,3077,91.6836
2,3077,Acid
3,3077,2
4,3077,-99999
5,3077,Favorable
1,3078,102.0948
2,3078,Acid
3,3078,2
4,3078,-99999
5,3078,Favorable
1,3079,106.8642
2,3079,Acid
3,3079,2
4,3079,-99999
5,3079,Favorable
1,3080,109.2133
2,3080,Acid
3,3080,2
4,3080,-99999
5,3080,Favorable
1,3081,116.65
2,3081,Acid
3,3081,2
4,3081,-99999
5,3081,Favorable
1,3082,69.1799
2,3082,Acid
3,3082,2
4,3082,-99999
5,3082,Favorable
1,3083,79.2215
2,3083,Acid
3,3083,2
4,3083,-99999
5,3083,Favorable
1,3084,94.8966
2,3084,Acid
3,3084,2
4,3084,-99999
5,3084,Favorable
1,3085,93.6884
2,3085,Acid
3,3085,2
4,3085,-99999
5,3085,Favorable
1,3086,113.139
2,3086,Acid
3,3086,2
4,3086,-99999
5,3086,Favorable
1,3087,105.7566
2,3087,Acid
3,3087,2
4,3087,-99999
5,3087,Favorable
1,3088,99.3109
2,3088,Acid
3,3088,2
4,3088,-99999
5,3088,Favorable
1,3089,105.3674
2,3089,Acid
3,3089,2
4,3089,-99999
5,3089,Favorable
1,3090,60.3633
2,3090,Acid
3,3090,2
4,3090,-99999
5,3090,Favorable
1,3091,108.2691
2,3091,Acid
3,3091,2
4,3091,-99999
5,3091,Favorable
1,3092,99.8201
2,3092,Acid
3,3092,2
4,3092,-99999
5,3092,Favorable
1,3093,104.7583
2,3093,Acid
3,3093,2
4,3093,-99999
5,3093,Favorable
1,3094,119.652
2,3094,Acid
3,3094,2
4,3094,-99999
5,3094,Favorable
1,3095,87.08
2,3095,Acid
3,3095,2
4,3095,-99999
5,3095,Favorable
1,3096,81.7076
2,3096,Acid
3,3096,2
4,3096,-99999
5,3096,Favorable
1,3097,90.833
2,3097,Acid
3,3097,2
4,3097,-99999
5,3097,Favorable
1,3098,120.5034
2,3098,Acid
3,3098,2
4,3098,-99999
5,3098,Favorable
1,3099,99.6798
2,3099,Acid
3,3099,2
4,3099,-99999
5,3099,Favorable
1,3100,86.6316
2,3100,Acid
3,3100,2
4,3100,-99999
5,3100,Favorable
1,3101,126.1277
2,3101,Acid
3,3101,2
4,3101,-99999
5,3101,Favorable
1,3102,92.5751
2,3102,Acid
3,3102,2
4,3102,-99999
5,3102,Favorable
1,3103,95.4934
2,3103,Acid
3,3103,2
4,3103,-99999
5,3103,Favorable
1,3104,86.9772
2,3104,Acid
3,3104,2
4,3104,-99999
5,3104,Favorable
1,3105,133.1601
2,3105,Acid
3,3105,2
4,3105,-99999
5,3105,Favorable
1,3106,80.3612
2,3106,Acid
3,3106,2
4,3106,-99999
5,3106,Favorable
1,3107,99.5894
2,3107,Acid
3,3107,2
4,3107,-99999
5,3107,Favorable
1,3108,94.672
2,3108,Acid
3,3108,2
4,3108,-99999
5,3108,Favorable
1,3109,91.4057
2,3109,Acid
3,3109,2
4,3109,-99999
5,3109,Favorable
1,3110,92.7148
2,3110,Acid
3,3110,2
4,3110,-99999
5,3110,Favorable
1,3111,100.2746
2,3111,Acid
3,3111,2
4,3111,-99999
5,3111,Favorable
1,3112,107.2467
2,3112,Acid
3,3112,2
4,3112,-99999
5,3112,Favorable
1,3113,100.9163
2,3113,Acid
3,3113,2
4,3113,-99999
5,3113,Favorable
1,3114,61.3053
2,3114,Acid
3,3114,2
4,3114,-99999
5,3114,Favorable
1,3115,110.7349
2,3115,Acid
3,3115,2
4,3115,-99999
5,3115,Favorable
1,3116,66.8037
2,3116,Acid
3,3116,2
4,3116,-99999
5,3116,Favorable
1,3117,118.0077
2,3117,Acid
3,3117,2
4,3117,-99999
5,3117,Favorable
1,3118,94.3672
2,3118,Acid
3,3118,2
4,3118,-99999
5,3118,Favorable
1,3119,110.6948
2,3119,Alkaline
3,3119,2
4,3119,-99999
5,3119,Favorable
1,3120,66.4474
2,3120,Acid
3,3120,2
4,3120,-99999
5,3120,Favorable
1,3121,106.558
2,3121,Acid
3,3121,2
4,3121,-99999
5,3121,Favorable
1,3122,117.4539
2,3122,Acid
3,3122,2
4,3122,-99999
5,3122,Favorable
1,3123,76.0641
2,3123,Acid
3,3123,2
4,3123,-99999
5,3123,Favorable
1,3124,111.6792
2,3124,Acid
3,3124,2
4,3124,-99999
5,3124,Favorable
1,3125,116.6119
2,3125,Acid
3,3125,2
4,3125,-99999
5,3125,Favorable
1,3126,81.644
2,3126,Acid
3,3126,2
4,3126,-99999
5,3126,Favorable
1,3127,88.5017
2,3127,Acid
3,3127,2
4,3127,-99999
5,3127,Favorable
1,3128,104.228
2,3128,Acid
3,3128,2
4,3128,-99999
5,3128,Favorable
1,3129,123.6392
2,3129,Acid
3,3129,2
4,3129,-99999
5,3129,Favorable
1,3130,104.3729
2,3130,Acid
3,3130,2
4,3130,-99999
5,3130,Favorable
1,3131,106.2805
2,3131,Acid
3,3131,2
4,3131,-99999
5,3131,Favorable
1,3132,115.0886
2,3132,Acid
3,3132,2
4,3132,-99999
5,3132,Favorable
1,3133,92.951
2,3133,Acid
3,3133,2
4,3133,-99999
5,3133,Favorable
1,3134,127.0367
2,3134,Neutral
3,3134,2
4,3134,-99999
5,3134,Favorable
1,3135,98.5886
2,3135,Alkaline
3,3135,2
4,3135,-99999
5,3135,Favorable
1,3136,117.4168
2,3136,Acid
3,3136,2
4,3136,-99999
5,3136,Favorable
1,3137,85.4474
2,3137,Acid
3,3137,2
4,3137,-99999
5,3137,Favorable
1,3138,91.4296
2,3138,Acid
3,3138,2
4,3138,-99999
5,3138,Favorable
1,3139,104.7056
2,3139,Acid
3,3139,2
4,3139,-99999
5,3139,Favorable
1,3140,86.4956
2,3140,Acid
3,3140,2
4,3140,-99999
5,3140,Favorable
1,3141,86.3156
2,3141,Acid
3,3141,2
4,3141,-99999
5,3141,Favorable
1,3142,64.0558
2,3142,Acid
3,3142,2
4,3142,-99999
5,3142,Favorable
1,3143,87.9279
2,3143,Acid
3,3143,2
4,3143,-99999
5,3143,Favorable
1,3144,73.4206
2,3144,Acid
3,3144,2
4,3144,-99999
5,3144,Favorable
1,3145,88.5225
2,3145,Acid
3,3145,2
4,3145,-99999
5,3145,Favorable
1,3146,112.4705
2,3146,Alkaline
3,3146,2
4,3146,-99999
5,3146,Favorable
1,3147,100.0535
2,3147,Acid
3,3147,2
4,3147,-99999
5,3147,Favorable
1,3148,113.0612
2,3148,Acid
3,3148,2
4,3148,-99999
5,3148,Favorable
1,3149,109.6282
2,3149,Acid
3,3149,2
4,3149,-99999
5,3149,Favorable
1,3150,96.2545
2,3150,Acid
3,3150,2
4,3150,-99999
5,3150,Favorable
1,3151,91.752
2,3151,Neutral
3,3151,2
4,3151,-99999
5,3151,Favorable
1,3152,123.7622
2,3152,Acid
3,3152,2
4,3152,-99999
5,3152,Favorable
1,3153,93.9315
2,3153,Acid
3,3153,2
4,3153,-99999
5,3153,Favorable
1,3154,104.8659
2,3154,Acid
3,3154,2
4,3154,-99999
5,3154,Favorable
1,3155,105.2079
2,3155,Acid
3,3155,2
4,3155,-99999
5,3155,Favorable
1,3156,86.9111
2,3156,Alkaline
3,3156,2
4,3156,-99999
5,3156,Favorable
1,3157,122.8027
2,3157,Acid
3,3157,2
4,3157,-99999
5,3157,Favorable
1,3158,117.3817
2,3158,Acid
3,3158,2
4,3158,-99999
5,3158,Favorable
1,3159,95.4257
2,3159,Acid
3,3159,2
4,3159,-99999
5,3159,Favorable
1,3160,98.2841
2,3160,Acid
3,3160,2
4,3160,-99999
5,3160,Favorable
1,3161,74.9586
2,3161,Acid
3,3161,2
4,3161,-99999
5,3161,Favorable
1,3162,88.3188
2,3162,Acid
3,3162,2
4,3162,-99999
5,3162,Favorable
1,3163,90.4589
2,3163,Acid
3,3163,2
4,3163,-99999
5,3163,Favorable
1,3164,115.2535
2,3164,Acid
3,3164,2
4,3164,-99999
5,3164,Favorable
1,3165,109.0096
2,3165,Acid
3,3165,2
4,3165,-99999
5,3165,Favorable
1,3166,113.2107
2,3166,Acid
3,3166,2
4,3166,-99999
5,3166,Favorable
1,3167,127.7153
2,3167,Acid
3,3167,2
4,3167,-99999
5,3167,Favorable
1,3168,106.1284
2,3168,Acid
3,3168,2
4,3168,-99999
5,3168,Favorable
1,3169,107.093
2,3169,Acid
3,3169,2
4,3169,-99999
5,3169,Favorable
1,3170,111.0965
2,3170,Acid
3,3170,2
4,3170,-99999
5,3170,Favorable
1,3171,111.2932
2,3171,Acid
3,3171,2
4,3171,-99999
5,3171,Favorable
1,3172,94.5403
2,3172,Acid
3,3172,2
4,3172,-99999
5,3172,Favorable
1,3173,80.2821
2,3173,Acid
3,3173,2
4,3173,-99999
5,3173,Favorable
1,3174,105.7001
2,3174,Acid
3,3174,2
4,3174,-99999
5,3174,Favorable
1,3175,85.2667
2,3175,Acid
3,3175,2
4,3175,-99999
5,3175,Favorable
1,3176,100.6456
2,3176,Acid
3,3176,2
4,3176,-99999
5,3176,Favorable
1,3177,132.3766
2,3177,Acid
3,3177,2
4,3177,-99999
5,3177,Favorable
1,3178,84.133
2,3178,Acid
3,3178,2
4,3178,-99999
5,3178,Favorable
1,3179,111.4291
2,3179,Acid
3,3179,2
4,3179,-99999
5,3179,Favorable
1,3180,112.1635
2,3180,Acid
3,3180,2
4,3180,-99999
5,3180,Favorable
1,3181,97.0895
2,3181,Acid
3,3181,2
4,3181,-99999
5,3181,Favorable
1,3182,104.9269
2,3182,Acid
3,3182,2
4,3182,-99999
5,3182,Favorable
1,3183,111.7731
2,3183,Neutral
3,3183,2
4,3183,-99999
5,3183,Favorable
1,3184,95.7642
2,3184,Acid
3,3184,2
4,3184,-99999
5,3184,Favorable
1,3185,103.1822
2,3185,Acid
3,3185,2
4,3185,-99999
5,3185,Favorable
1,3186,103.2905
2,3186,Acid
3,3186,2
4,3186,-99999
5,3186,Favorable
1,3187,117.3184
2,3187,Acid
3,3187,2
4,3187,-99999
5,3187,Favorable
1,3188,107.9747
2,3188,Acid
3,3188,2
4,3188,-99999
5,3188,Favorable
1,3189,64.3227
2,3189,Acid
3,3189,2
4,3189,-99999
5,3189,Favorable
1,3190,108.3963
2,3190,Acid
3,3190,2
4,3190,-99999
5,3190,Favorable
1,3191,62.8561
2,3191,Acid
3,3191,2
4,3191,-99999
5,3191,Favorable
1,3192,105.12
2,3192,Acid
3,3192,2
4,3192,-99999
5,3192,Favorable
1,3193,106.0169
2,3193,Acid
3,3193,2
4,3193,-99999
5,3193,Favorable
1,3194,51.9733
2,3194,Acid
3,3194,2
4,3194,-99999
5,3194,Favorable
1,3195,90.4397
2,3195,Acid
3,3195,2
4,3195,-99999
5,3195,Favorable
1,3196,102.1697
2,3196,Neutral
3,3196,2
4,3196,-99999
5,3196,Favorable
1,3197,74.001
2,3197,Acid
3,3197,2
4,3197,-99999
5,3197,Favorable
1,3198,98.5525
2,3198,Acid
3,3198,2
4,3198,-99999
5,3198,Favorable
1,3199,112.1841
2,3199,Acid
3,3199,2
4,3199,-99999
5,3199,Favorable
1,3200,127.3418
2,3200,Acid
3,3200,2
4,3200,-99999
5,3200,Favorable
1,3201,116.5033
2,3201,Acid
3,3201,2
4,3201,-99999
5,3201,Favorable
1,3202,92.5437
2,3202,Acid
3,3202,2
4,3202,-99999
5,3202,Favorable
1,3203,124.3759
2,3203,Acid
3,3203,2
4,3203,-99999
5,3203,Favorable
1,3204,51.981
2,3204,Acid
3,3204,2
4,3204,-99999
5,3204,Favorable
1,3205,116.861
2,3205,Acid
3,3205,2
4,3205,-99999
5,3205,Favorable
1,3206,121.7186
2,3206,Acid
3,3206,2
4,3206,-99999
5,3206,Favorable
1,3207,124.7083
2,3207,Acid
3,3207,2
4,3207,-99999
5,3207,Favorable
1,3208,103.8753
2,3208,Acid
3,3208,2
4,3208,-99999
5,3208,Favorable
1,3209,89.9722
2,3209,Acid
3,3209,2
4,3209,-99999
5,3209,Favorable
1,3210,114.8167
2,3210,Acid
3,3210,2
4,3210,-99999
5,3210,Favorable
1,3211,100.9723
2,3211,Acid
3,3211,2
4,3211,-99999
5,3211,Favorable
1,3212,86.2381
2,3212,Acid
3,3212,2
4,3212,-99999
5,3212,Favorable
1,3213,105.474
2,3213,Acid
3,3213,2
4,3213,-99999
5,3213,Favorable
1,3214,98.6384
2,3214,Acid
3,3214,2
4,3214,-99999
5,3214,Favorable
1,3215,122.7861
2,3215,Acid
3,3215,2
4,3215,-99999
5,3215,Favorable
1,3216,96.0443
2,3216,Acid
3,3216,2
4,3216,-99999
5,3216,Favorable
1,3217,99.7697
2,3217,Acid
3,3217,2
4,3217,-99999
5,3217,Favorable
1,3218,109.0603
2,3218,Acid
3,3218,2
4,3218,-99999
5,3218,Favorable
1,3219,1100.9497
2,3219,Acid
3,3219,2
4,3219,-99999
5,3219,Favorable
1,3220,1113.6196
2,3220,Acid
3,3220,2
4,3220,-99999
5,3220,Favorable
1,3221,1106.4537
2,3221,Acid
3,3221,2
4,3221,-99999
