MatchID,Season,MatchWeek,HomeTeam,AwayTeam,FullTimeResult,Goals,Shots,Corners,YellowCards,RedCards,TotalCards,TeamStyles,chaos_label
2002-2003_West Ham_Everton,2002-2003,11,West Ham,Everton,A,1,26.0,8.0,0.0,0.0,0.0,"Disciplined, HighPressure",0
2002-2003_Bolton_Sunderland,2002-2003,11,Bolton,Sunderland,D,2,22.0,7.0,3.0,0.0,3.0,"ChaosInducer, HighPressure",0
2002-2003_Birmingham_Bolton,2002-2003,12,Birmingham,Bolton,H,4,23.0,13.0,6.0,1.0,8.0,"AggressiveTackler, ChaosInducer, LowTempoController",0
2002-2003_Liverpool_West Ham,2002-2003,12,Liverpool,West Ham,H,2,18.0,6.0,0.0,0.0,0.0,"Disciplined, Opportunistic",0
2002-2003_Man United_Southampton,2002-2003,12,Man United,Southampton,H,3,28.0,12.0,1.0,0.0,1.0,"RiskTaker, HighPressure, Disciplined",0
2002-2003_West Brom_Man City,2002-2003,12,West Brom,Man City,A,3,15.0,9.0,4.0,0.0,4.0,"LowTempoController, AggressiveTackler",0
2002-2003_Blackburn_Aston Villa,2002-2003,12,Blackburn,Aston Villa,D,0,28.0,13.0,3.0,0.0,3.0,"HighPressure, Opportunistic",0
2002-2003_Charlton_Sunderland,2002-2003,12,Charlton,Sunderland,D,2,28.0,14.0,5.0,0.0,5.0,"HighPressure, Opportunistic",0
2002-2003_Fulham_Arsenal,2002-2003,12,Fulham,Arsenal,A,1,11.0,15.0,3.0,0.0,3.0,"LowTempoController, Opportunistic",0
2002-2003_Leeds_Everton,2002-2003,12,Leeds,Everton,A,1,30.0,18.0,6.0,0.0,6.0,"AggressiveTackler, HighPressure, LowTempoController, Opportunistic",1
2002-2003_Tottenham_Chelsea,2002-2003,12,Tottenham,Chelsea,D,0,29.0,10.0,5.0,0.0,5.0,"HighPressure, Opportunistic",0
2002-2003_Newcastle_Middlesbrough,2002-2003,12,Newcastle,Middlesbrough,H,2,30.0,12.0,4.0,1.0,6.0,"AggressiveTackler, HighPressure, Opportunistic",1
2002-2003_Arsenal_Newcastle,2002-2003,13,Arsenal,Newcastle,H,1,19.0,11.0,2.0,0.0,2.0,"Disciplined, LowTempoController",0
2002-2003_Aston Villa_Fulham,2002-2003,13,Aston Villa,Fulham,H,4,17.0,10.0,5.0,0.0,5.0,"ChaosInducer, LowTempoController",0
2002-2003_Bolton_West Brom,2002-2003,13,Bolton,West Brom,D,2,20.0,11.0,4.0,1.0,6.0,"AggressiveTackler, LowTempoController",0
2002-2003_Chelsea_Birmingham,2002-2003,13,Chelsea,Birmingham,H,3,23.0,10.0,2.0,0.0,2.0,"Disciplined, AggressiveTackler",0
2002-2003_Everton_Charlton,2002-2003,13,Everton,Charlton,H,1,16.0,10.0,5.0,0.0,5.0,"LowTempoController, ChaosInducer",0
2002-2003_Man City_Man United,2002-2003,13,Man City,Man United,H,4,20.0,9.0,3.0,0.0,3.0,"ChaosInducer, LowTempoController",0
2002-2003_Middlesbrough_Liverpool,2002-2003,13,Middlesbrough,Liverpool,H,1,24.0,7.0,1.0,0.0,1.0,"Disciplined, Disciplined",0
2002-2003_Southampton_Blackburn,2002-2003,13,Southampton,Blackburn,D,2,32.0,9.0,2.0,1.0,4.0,"HighPressure, Opportunistic",0
2002-2003_Sunderland_Tottenham,2002-2003,13,Sunderland,Tottenham,H,2,22.0,9.0,2.0,0.0,2.0,"Disciplined, LowTempoController",0
2002-2003_West Ham_Leeds,2002-2003,13,West Ham,Leeds,A,7,31.0,9.0,8.0,0.0,8.0,"AggressiveTackler, RiskTaker, HighPressure, ChaosInducer",1
2002-2003_Arsenal_Tottenham,2002-2003,14,Arsenal,Tottenham,H,3,23.0,4.0,2.0,1.0,4.0,"Disciplined, LowTempoController",0
2002-2003_Chelsea_Middlesbrough,2002-2003,14,Chelsea,Middlesbrough,H,1,20.0,12.0,3.0,0.0,3.0,"LowTempoController, HighPressure",0
2002-2003_Man City_Charlton,2002-2003,14,Man City,Charlton,A,1,28.0,12.0,4.0,0.0,4.0,"HighPressure, Opportunistic",0
2002-2003_Newcastle_Southampton,2002-2003,14,Newcastle,Southampton,H,3,26.0,8.0,4.0,0.0,4.0,"ChaosInducer, AggressiveTackler",1
2002-2003_West Brom_Aston Villa,2002-2003,14,West Brom,Aston Villa,D,0,18.0,14.0,5.0,0.0,5.0,"LowTempoController, Disciplined",0
2002-2003_Birmingham_Fulham,2002-2003,14,Birmingham,Fulham,D,0,15.0,10.0,3.0,2.0,7.0,"AggressiveTackler, LowTempoController",0
2002-2003_Blackburn_Everton,2002-2003,14,Blackburn,Everton,A,1,25.0,16.0,4.0,0.0,4.0,"HighPressure, LowTempoController",0
2002-2003_Leeds_Bolton,2002-2003,14,Leeds,Bolton,A,6,26.0,6.0,2.0,0.0,2.0,"RiskTaker, ChaosInducer, Disciplined",0
2002-2003_Liverpool_Sunderland,2002-2003,14,Liverpool,Sunderland,D,0,27.0,12.0,1.0,0.0,1.0,"HighPressure, Disciplined, Opportunistic",0
2002-2003_West Ham_Man United,2002-2003,14,West Ham,Man United,D,2,14.0,16.0,2.0,0.0,2.0,"Disciplined, LowTempoController",0
2002-2003_Aston Villa_West Ham,2002-2003,15,Aston Villa,West Ham,H,5,38.0,10.0,5.0,0.0,5.0,"RiskTaker, HighPressure, ChaosInducer",1
2002-2003_Bolton_Chelsea,2002-2003,15,Bolton,Chelsea,D,2,30.0,19.0,6.0,1.0,8.0,"AggressiveTackler, HighPressure, ChaosInducer, LowTempoController, Opportunistic",1
2002-2003_Everton_West Brom,2002-2003,15,Everton,West Brom,H,1,30.0,16.0,4.0,0.0,4.0,"HighPressure, Opportunistic",0
2002-2003_Fulham_Liverpool,2002-2003,15,Fulham,Liverpool,H,5,25.0,9.0,1.0,1.0,3.0,"RiskTaker, ChaosInducer",1
2002-2003_Man United_Newcastle,2002-2003,15,Man United,Newcastle,H,8,21.0,7.0,4.0,0.0,4.0,"RiskTaker, ChaosInducer",1
2002-2003_Middlesbrough_Man City,2002-2003,15,Middlesbrough,Man City,H,4,27.0,12.0,3.0,1.0,5.0,"RiskTaker, HighPressure, ChaosInducer",1
2002-2003_Southampton_Arsenal,2002-2003,15,Southampton,Arsenal,H,5,15.0,11.0,3.0,1.0,5.0,"ChaosInducer, LowTempoController",0
2002-2003_Sunderland_Birmingham,2002-2003,15,Sunderland,Birmingham,A,1,18.0,12.0,6.0,0.0,6.0,"AggressiveTackler, LowTempoController",0
2002-2003_Charlton_Blackburn,2002-2003,15,Charlton,Blackburn,H,4,25.0,12.0,2.0,0.0,2.0,"RiskTaker, Disciplined",0
2002-2003_Tottenham_Leeds,2002-2003,15,Tottenham,Leeds,H,2,19.0,4.0,10.0,0.0,10.0,"AggressiveTackler, ChaosInducer",1
2002-2003_Arsenal_Aston Villa,2002-2003,16,Arsenal,Aston Villa,H,4,25.0,15.0,5.0,0.0,5.0,"RiskTaker, HighPressure, ChaosInducer, LowTempoController",1
2002-2003_Birmingham_Tottenham,2002-2003,16,Birmingham,Tottenham,D,2,20.0,3.0,1.0,0.0,1.0,"Disciplined, Opportunistic",0
2002-2003_Blackburn_Fulham,2002-2003,16,Blackburn,Fulham,H,3,17.0,12.0,3.0,0.0,3.0,"LowTempoController, Disciplined",0
2002-2003_Chelsea_Sunderland,2002-2003,16,Chelsea,Sunderland,H,3,16.0,14.0,3.0,0.0,3.0,"LowTempoController, AggressiveTackler",0
2002-2003_Man City_Bolton,2002-2003,16,Man City,Bolton,H,2,16.0,13.0,2.0,0.0,2.0,"Disciplined, LowTempoController",0
2002-2003_West Brom_Middlesbrough,2002-2003,16,West Brom,Middlesbrough,H,1,27.0,14.0,1.0,0.0,1.0,"HighPressure, Disciplined, Opportunistic",0
2002-2003_Leeds_Charlton,2002-2003,16,Leeds,Charlton,A,3,32.0,16.0,2.0,0.0,2.0,"RiskTaker, HighPressure, Disciplined",0
2002-2003_Liverpool_Man United,2002-2003,16,Liverpool,Man United,A,3,18.0,7.0,5.0,0.0,5.0,"ChaosInducer, LowTempoController",0
2002-2003_Newcastle_Everton,2002-2003,16,Newcastle,Everton,H,3,31.0,13.0,1.0,1.0,3.0,"RiskTaker, HighPressure",0
2002-2003_West Ham_Southampton,2002-2003,16,West Ham,Southampton,A,1,23.0,7.0,2.0,0.0,2.0,"Disciplined, Disciplined",0
2002-2003_Aston Villa_Newcastle,2002-2003,17,Aston Villa,Newcastle,A,1,23.0,11.0,2.0,0.0,2.0,"Disciplined, DirectPlay",0
2002-2003_Bolton_Blackburn,2002-2003,17,Bolton,Blackburn,D,2,31.0,14.0,4.0,0.0,4.0,"HighPressure, Opportunistic",0
2002-2003_Charlton_Liverpool,2002-2003,17,Charlton,Liverpool,H,2,31.0,9.0,6.0,0.0,6.0,"AggressiveTackler, HighPressure, Opportunistic",1
2002-2003_Everton_Chelsea,2002-2003,17,Everton,Chelsea,A,4,27.0,13.0,7.0,1.0,9.0,"AggressiveTackler, RiskTaker, HighPressure, ChaosInducer",1
2002-2003_Fulham_Leeds,2002-2003,17,Fulham,Leeds,H,1,16.0,10.0,7.0,0.0,7.0,"AggressiveTackler, LowTempoController",0
2002-2003_Man United_Arsenal,2002-2003,17,Man United,Arsenal,H,2,20.0,13.0,3.0,0.0,3.0,"LowTempoController, HighPressure",0
2002-2003_Middlesbrough_West Ham,2002-2003,17,Middlesbrough,West Ham,D,4,26.0,12.0,2.0,0.0,2.0,"RiskTaker, HighPressure, Disciplined",0
2002-2003_Southampton_Birmingham,2002-2003,17,Southampton,Birmingham,H,2,19.0,15.0,2.0,0.0,2.0,"Disciplined, LowTempoController",0
2002-2003_Tottenham_West Brom,2002-2003,17,Tottenham,West Brom,H,4,23.0,7.0,3.0,0.0,3.0,"ChaosInducer, AggressiveTackler",0
2002-2003_Sunderland_Man City,2002-2003,17,Sunderland,Man City,A,3,19.0,15.0,2.0,0.0,2.0,"Disciplined, LowTempoController",0
2002-2003_Aston Villa_West Brom,2002-2003,18,Aston Villa,West Brom,H,3,36.0,10.0,4.0,1.0,6.0,"AggressiveTackler, RiskTaker, HighPressure, ChaosInducer",1
2002-2003_Charlton_Man City,2002-2003,18,Charlton,Man City,D,4,26.0,8.0,3.0,0.0,3.0,"RiskTaker, ChaosInducer",1
2002-2003_Everton_Blackburn,2002-2003,18,Everton,Blackburn,H,3,29.0,15.0,3.0,1.0,5.0,"RiskTaker, HighPressure, ChaosInducer",1
2002-2003_Man United_West Ham,2002-2003,18,Man United,West Ham,H,3,24.0,11.0,1.0,0.0,1.0,"Disciplined, DirectPlay",0
2002-2003_Middlesbrough_Chelsea,2002-2003,18,Middlesbrough,Chelsea,D,2,25.0,13.0,1.0,0.0,1.0,"HighPressure, Disciplined",0
2002-2003_Southampton_Newcastle,2002-2003,18,Southampton,Newcastle,D,2,33.0,16.0,0.0,0.0,0.0,"HighPressure, Disciplined, Opportunistic",0
2002-2003_Fulham_Birmingham,2002-2003,18,Fulham,Birmingham,A,1,9.0,8.0,10.0,1.0,12.0,"AggressiveTackler, ChaosInducer, LowTempoController",0
2002-2003_Sunderland_Liverpool,2002-2003,18,Sunderland,Liverpool,H,3,18.0,19.0,2.0,0.0,2.0,"HighPressure, Disciplined, LowTempoController",0
2002-2003_Tottenham_Arsenal,2002-2003,18,Tottenham,Arsenal,D,2,20.0,11.0,5.0,0.0,5.0,"LowTempoController, Disciplined",0
2002-2003_Bolton_Leeds,2002-2003,18,Bolton,Leeds,A,3,26.0,8.0,4.0,0.0,4.0,"Disciplined, Opportunistic",0
2002-2003_Arsenal_Middlesbrough,2002-2003,19,Arsenal,Middlesbrough,H,2,29.0,16.0,4.0,1.0,6.0,"AggressiveTackler, HighPressure, LowTempoController, Opportunistic",1
2002-2003_Birmingham_Charlton,2002-2003,19,Birmingham,Charlton,D,2,16.0,10.0,8.0,1.0,10.0,"AggressiveTackler, ChaosInducer, LowTempoController",0
2002-2003_Chelsea_Aston Villa,2002-2003,19,Chelsea,Aston Villa,H,2,28.0,10.0,3.0,0.0,3.0,"Opportunistic, DirectPlay",0
2002-2003_Leeds_Southampton,2002-2003,19,Leeds,Southampton,D,2,29.0,11.0,1.0,0.0,1.0,"HighPressure, Disciplined, Opportunistic",0
2002-2003_Newcastle_Fulham,2002-2003,19,Newcastle,Fulham,H,2,25.0,13.0,2.0,1.0,4.0,"HighPressure, AggressiveTackler",1
2002-2003_West Brom_Sunderland,2002-2003,19,West Brom,Sunderland,D,4,20.0,18.0,3.0,0.0,3.0,"HighPressure, LowTempoController",0
2002-2003_West Ham_Bolton,2002-2003,19,West Ham,Bolton,D,2,19.0,11.0,1.0,0.0,1.0,"Disciplined, LowTempoController",0
2002-2003_Blackburn_Man United,2002-2003,19,Blackburn,Man United,H,1,21.0,15.0,1.0,0.0,1.0,"HighPressure, Disciplined, LowTempoController",0
2002-2003_Liverpool_Everton,2002-2003,19,Liverpool,Everton,D,0,19.0,11.0,7.0,0.0,7.0,"AggressiveTackler, LowTempoController",0
2002-2003_Man City_Tottenham,2002-2003,19,Man City,Tottenham,A,5,28.0,16.0,5.0,1.0,7.0,"AggressiveTackler, RiskTaker, HighPressure, ChaosInducer, LowTempoController",1
2002-2003_Birmingham_Everton,2002-2003,20,Birmingham,Everton,D,2,14.0,4.0,2.0,1.0,4.0,"Opportunistic, HighPressure",0
2002-2003_Bolton_Newcastle,2002-2003,20,Bolton,Newcastle,H,7,25.0,14.0,3.0,0.0,3.0,"RiskTaker, HighPressure, ChaosInducer, LowTempoController",1
2002-2003_Chelsea_Southampton,2002-2003,20,Chelsea,Southampton,D,0,21.0,11.0,3.0,0.0,3.0,"LowTempoController, Opportunistic",0
2002-2003_Liverpool_Blackburn,2002-2003,20,Liverpool,Blackburn,D,2,22.0,11.0,2.0,0.0,2.0,"Disciplined, RiskTaker",0
2002-2003_Man City_Aston Villa,2002-2003,20,Man City,Aston Villa,H,4,24.0,15.0,1.0,0.0,1.0,"RiskTaker, HighPressure, Disciplined, LowTempoController",0
2002-2003_Middlesbrough_Man United,2002-2003,20,Middlesbrough,Man United,H,4,27.0,13.0,2.0,0.0,2.0,"RiskTaker, HighPressure, Disciplined",0
2002-2003_Sunderland_Leeds,2002-2003,20,Sunderland,Leeds,A,3,29.0,11.0,1.0,0.0,1.0,"RiskTaker, HighPressure, Disciplined",0
2002-2003_Tottenham_Charlton,2002-2003,20,Tottenham,Charlton,D,4,30.0,11.0,3.0,1.0,5.0,"RiskTaker, HighPressure, ChaosInducer",1
2002-2003_West Brom_Arsenal,2002-2003,20,West Brom,Arsenal,A,3,17.0,12.0,1.0,0.0,1.0,"Disciplined, LowTempoController",0
2002-2003_West Ham_Fulham,2002-2003,20,West Ham,Fulham,D,2,22.0,8.0,3.0,1.0,5.0,"AggressiveTackler, RiskTaker",1
2002-2003_Aston Villa_Middlesbrough,2002-2003,21,Aston Villa,Middlesbrough,H,1,23.0,11.0,5.0,1.0,7.0,"AggressiveTackler, DirectPlay",1
2002-2003_Blackburn_West Ham,2002-2003,21,Blackburn,West Ham,D,4,18.0,5.0,5.0,0.0,5.0,"ChaosInducer, LowTempoController",0
2002-2003_Charlton_West Brom,2002-2003,21,Charlton,West Brom,H,1,26.0,16.0,5.0,0.0,5.0,"HighPressure, LowTempoController",0
2002-2003_Everton_Bolton,2002-2003,21,Everton,Bolton,D,0,18.0,12.0,5.0,0.0,5.0,"LowTempoController, RiskTaker",0
2002-2003_Fulham_Man City,2002-2003,21,Fulham,Man City,A,1,28.0,17.0,1.0,0.0,1.0,"HighPressure, Disciplined, LowTempoController, Opportunistic",0
2002-2003_Leeds_Chelsea,2002-2003,21,Leeds,Chelsea,H,2,23.0,10.0,2.0,0.0,2.0,"Disciplined, HighPressure",0
2002-2003_Man United_Birmingham,2002-2003,21,Man United,Birmingham,H,2,29.0,17.0,3.0,0.0,3.0,"HighPressure, LowTempoController, Opportunistic",0
2002-2003_Southampton_Sunderland,2002-2003,21,Southampton,Sunderland,H,3,22.0,20.0,3.0,0.0,3.0,"HighPressure, LowTempoController",0
2002-2003_Arsenal_Liverpool,2002-2003,21,Arsenal,Liverpool,D,2,22.0,19.0,4.0,0.0,4.0,"HighPressure, LowTempoController",0
2002-2003_Newcastle_Tottenham,2002-2003,21,Newcastle,Tottenham,H,3,23.0,13.0,3.0,0.0,3.0,"LowTempoController, Opportunistic",0
2002-2003_Arsenal_Chelsea,2002-2003,22,Arsenal,Chelsea,H,5,15.0,9.0,0.0,0.0,0.0,"Disciplined, LowTempoController",0
2002-2003_Aston Villa_Bolton,2002-2003,22,Aston Villa,Bolton,H,2,21.0,17.0,2.0,0.0,2.0,"HighPressure, Disciplined, LowTempoController",0
2002-2003_Blackburn_Middlesbrough,2002-2003,22,Blackburn,Middlesbrough,H,1,24.0,7.0,0.0,0.0,0.0,"Disciplined, LowTempoController",0
2002-2003_Everton_Man City,2002-2003,22,Everton,Man City,D,4,21.0,5.0,3.0,0.0,3.0,"Opportunistic, RiskTaker",0
2002-2003_Leeds_Birmingham,2002-2003,22,Leeds,Birmingham,H,2,21.0,13.0,3.0,0.0,3.0,"LowTempoController, Opportunistic",0
2002-2003_Man United_Sunderland,2002-2003,22,Man United,Sunderland,H,3,35.0,12.0,3.0,0.0,3.0,"RiskTaker, HighPressure",0
2002-2003_Newcastle_Liverpool,2002-2003,22,Newcastle,Liverpool,H,1,13.0,8.0,4.0,1.0,6.0,"AggressiveTackler, LowTempoController",0
2002-2003_Southampton_Tottenham,2002-2003,22,Southampton,Tottenham,H,1,23.0,10.0,0.0,0.0,0.0,"Disciplined, DirectPlay",0
2002-2003_Bolton_Fulham,2002-2003,23,Bolton,Fulham,D,0,30.0,11.0,3.0,0.0,3.0,"HighPressure, Opportunistic",0
2002-2003_Chelsea_Charlton,2002-2003,23,Chelsea,Charlton,H,5,21.0,12.0,7.0,0.0,7.0,"AggressiveTackler, RiskTaker, ChaosInducer, LowTempoController",1
2002-2003_Liverpool_Aston Villa,2002-2003,23,Liverpool,Aston Villa,D,2,27.0,11.0,3.0,0.0,3.0,"Opportunistic, LowTempoController",0
2002-2003_Man City_Leeds,2002-2003,23,Man City,Leeds,H,3,15.0,16.0,4.0,0.0,4.0,"LowTempoController, DirectPlay",0
2002-2003_Middlesbrough_Southampton,2002-2003,23,Middlesbrough,Southampton,D,4,29.0,11.0,2.0,0.0,2.0,"RiskTaker, HighPressure, Disciplined",0
2002-2003_Sunderland_Blackburn,2002-2003,23,Sunderland,Blackburn,D,0,21.0,7.0,4.0,0.0,4.0,"RiskTaker, DirectPlay",0
2002-2003_West Brom_Man United,2002-2003,23,West Brom,Man United,A,4,18.0,8.0,1.0,0.0,1.0,"Disciplined, HighPressure",0
2002-2003_West Ham_Newcastle,2002-2003,23,West Ham,Newcastle,D,4,25.0,8.0,1.0,0.0,1.0,"RiskTaker, Disciplined",0
2002-2003_Birmingham_Arsenal,2002-2003,23,Birmingham,Arsenal,A,4,22.0,12.0,4.0,0.0,4.0,"ChaosInducer, LowTempoController",0
2002-2003_Tottenham_Everton,2002-2003,23,Tottenham,Everton,H,7,31.0,18.0,2.0,0.0,2.0,"RiskTaker, HighPressure, ChaosInducer, Disciplined, LowTempoController",1
2002-2003_Aston Villa_Tottenham,2002-2003,24,Aston Villa,Tottenham,A,1,21.0,16.0,4.0,0.0,4.0,"HighPressure, LowTempoController",0
2002-2003_Blackburn_Birmingham,2002-2003,24,Blackburn,Birmingham,D,2,29.0,15.0,5.0,1.0,7.0,"AggressiveTackler, HighPressure, ChaosInducer, Opportunistic",1
2002-2003_Charlton_Bolton,2002-2003,24,Charlton,Bolton,D,2,20.0,14.0,0.0,0.0,0.0,"Disciplined, LowTempoController",0
2002-2003_Everton_Sunderland,2002-2003,24,Everton,Sunderland,H,3,22.0,21.0,5.0,0.0,5.0,"HighPressure, ChaosInducer, LowTempoController",0
2002-2003_Leeds_West Brom,2002-2003,24,Leeds,West Brom,D,0,18.0,11.0,2.0,1.0,4.0,"LowTempoController, RiskTaker",0
2002-2003_Man United_Chelsea,2002-2003,24,Man United,Chelsea,H,3,20.0,12.0,0.0,0.0,0.0,"Disciplined, LowTempoController",0
2002-2003_Newcastle_Man City,2002-2003,24,Newcastle,Man City,H,2,19.0,8.0,1.0,0.0,1.0,"Disciplined, RiskTaker",0
2002-2003_Southampton_Liverpool,2002-2003,24,Southampton,Liverpool,A,1,25.0,10.0,2.0,0.0,2.0,"Disciplined, RiskTaker",0
2002-2003_Arsenal_West Ham,2002-2003,24,Arsenal,West Ham,H,4,29.0,13.0,4.0,1.0,6.0,"AggressiveTackler, RiskTaker, HighPressure, ChaosInducer",1
2002-2003_Fulham_Middlesbrough,2002-2003,24,Fulham,Middlesbrough,H,1,26.0,12.0,1.0,0.0,1.0,"HighPressure, Disciplined",0
2002-2003_Charlton_West Ham,2002-2003,24,Charlton,West Ham,H,6,23.0,10.0,1.0,0.0,1.0,"RiskTaker, Disciplined",0
2002-2003_Newcastle_Bolton,2002-2003,24,Newcastle,Bolton,H,1,22.0,10.0,3.0,0.0,3.0,"AggressiveTackler, Opportunistic",0
2002-2003_Bolton_Everton,2002-2003,25,Bolton,Everton,A,3,13.0,11.0,3.0,0.0,3.0,"LowTempoController, AggressiveTackler",0
2002-2003_Chelsea_Leeds,2002-2003,25,Chelsea,Leeds,H,5,18.0,10.0,3.0,0.0,3.0,"ChaosInducer, LowTempoController",0
2002-2003_Middlesbrough_Aston Villa,2002-2003,25,Middlesbrough,Aston Villa,A,7,28.0,9.0,3.0,0.0,3.0,"RiskTaker, ChaosInducer",1
2002-2003_Sunderland_Southampton,2002-2003,25,Sunderland,Southampton,A,1,22.0,7.0,1.0,0.0,1.0,"Disciplined, AggressiveTackler",0
2002-2003_Liverpool_Arsenal,2002-2003,25,Liverpool,Arsenal,D,4,36.0,19.0,2.0,0.0,2.0,"RiskTaker, HighPressure, Disciplined",0
2002-2003_Man City_Fulham,2002-2003,25,Man City,Fulham,H,5,17.0,12.0,4.0,0.0,4.0,"ChaosInducer, LowTempoController",0
2002-2003_Tottenham_Newcastle,2002-2003,25,Tottenham,Newcastle,A,1,28.0,9.0,1.0,0.0,1.0,"Disciplined, Opportunistic",0
2002-2003_West Brom_Charlton,2002-2003,25,West Brom,Charlton,A,1,18.0,12.0,2.0,0.0,2.0,"Disciplined, LowTempoController",0
2002-2003_West Ham_Blackburn,2002-2003,25,West Ham,Blackburn,H,3,13.0,9.0,2.0,0.0,2.0,"Disciplined, LowTempoController",0
2002-2003_Arsenal_Fulham,2002-2003,26,Arsenal,Fulham,H,3,14.0,10.0,4.0,0.0,4.0,"LowTempoController, HighPressure",0
2002-2003_Bolton_Birmingham,2002-2003,26,Bolton,Birmingham,H,6,26.0,11.0,4.0,0.0,4.0,"RiskTaker, ChaosInducer",1
2002-2003_Chelsea_Tottenham,2002-2003,26,Chelsea,Tottenham,D,2,24.0,14.0,2.0,0.0,2.0,"HighPressure, Disciplined, LowTempoController",0
2002-2003_Everton_Leeds,2002-2003,26,Everton,Leeds,H,2,21.0,10.0,1.0,0.0,1.0,"Disciplined, LowTempoController",0
2002-2003_Man City_West Brom,2002-2003,26,Man City,West Brom,A,3,21.0,12.0,3.0,1.0,5.0,"ChaosInducer, LowTempoController",0
2002-2003_Southampton_Man United,2002-2003,26,Southampton,Man United,A,2,22.0,13.0,2.0,0.0,2.0,"Disciplined, LowTempoController",0
2002-2003_Sunderland_Charlton,2002-2003,26,Sunderland,Charlton,A,4,27.0,11.0,2.0,0.0,2.0,"RiskTaker, Disciplined",0
2002-2003_Aston Villa_Blackburn,2002-2003,26,Aston Villa,Blackburn,H,3,23.0,11.0,6.0,0.0,6.0,"AggressiveTackler, ChaosInducer",1
2002-2003_West Ham_Liverpool,2002-2003,26,West Ham,Liverpool,A,3,18.0,14.0,1.0,0.0,1.0,"Disciplined, LowTempoController",0
2002-2003_Birmingham_Man United,2002-2003,26,Birmingham,Man United,A,1,20.0,8.0,2.0,0.0,2.0,"Disciplined, Opportunistic",0
2002-2003_Birmingham_Chelsea,2002-2003,27,Birmingham,Chelsea,A,4,10.0,9.0,5.0,0.0,5.0,"ChaosInducer, LowTempoController",0
2002-2003_Blackburn_Southampton,2002-2003,27,Blackburn,Southampton,H,1,29.0,12.0,1.0,0.0,1.0,"HighPressure, Disciplined, Opportunistic",0
2002-2003_Charlton_Everton,2002-2003,27,Charlton,Everton,H,3,33.0,14.0,1.0,0.0,1.0,"RiskTaker, HighPressure, Disciplined",0
2002-2003_Fulham_Aston Villa,2002-2003,27,Fulham,Aston Villa,H,3,25.0,11.0,4.0,0.0,4.0,"DirectPlay, Disciplined",0
2002-2003_Leeds_West Ham,2002-2003,27,Leeds,West Ham,H,1,22.0,15.0,4.0,1.0,6.0,"AggressiveTackler, HighPressure, LowTempoController",0
2002-2003_Liverpool_Middlesbrough,2002-2003,27,Liverpool,Middlesbrough,D,2,19.0,17.0,2.0,0.0,2.0,"HighPressure, Disciplined, LowTempoController",0
2002-2003_Tottenham_Sunderland,2002-2003,27,Tottenham,Sunderland,H,5,24.0,18.0,2.0,0.0,2.0,"RiskTaker, HighPressure, Disciplined, LowTempoController",0
2002-2003_West Brom_Bolton,2002-2003,27,West Brom,Bolton,D,2,22.0,9.0,6.0,0.0,6.0,"AggressiveTackler, RiskTaker",1
2002-2003_Man United_Man City,2002-2003,27,Man United,Man City,D,2,24.0,14.0,2.0,0.0,2.0,"HighPressure, Disciplined, LowTempoController",0
2002-2003_Newcastle_Arsenal,2002-2003,27,Newcastle,Arsenal,D,2,24.0,13.0,4.0,1.0,6.0,"AggressiveTackler, HighPressure, LowTempoController",1
2002-2003_Fulham_West Brom,2002-2003,27,Fulham,West Brom,H,3,21.0,5.0,3.0,0.0,3.0,"DirectPlay, RiskTaker",0
2002-2003_Bolton_Man United,2002-2003,28,Bolton,Man United,D,2,20.0,13.0,2.0,0.0,2.0,"Disciplined, LowTempoController",0
2002-2003_Charlton_Aston Villa,2002-2003,28,Charlton,Aston Villa,H,3,27.0,12.0,4.0,0.0,4.0,"RiskTaker, HighPressure",0
2002-2003_Chelsea_Blackburn,2002-2003,28,Chelsea,Blackburn,A,3,22.0,7.0,3.0,0.0,3.0,"HighPressure, RiskTaker",0
2002-2003_Everton_Southampton,2002-2003,28,Everton,Southampton,H,3,36.0,23.0,1.0,0.0,1.0,"RiskTaker, HighPressure, Disciplined, LowTempoController",0
2002-2003_Leeds_Newcastle,2002-2003,28,Leeds,Newcastle,A,3,25.0,8.0,0.0,0.0,0.0,"Disciplined, AggressiveTackler",0
2002-2003_Man City_Arsenal,2002-2003,28,Man City,Arsenal,A,6,27.0,18.0,0.0,0.0,0.0,"RiskTaker, HighPressure, Disciplined, LowTempoController",0
2002-2003_Sunderland_Middlesbrough,2002-2003,28,Sunderland,Middlesbrough,A,4,16.0,10.0,3.0,0.0,3.0,"LowTempoController, Opportunistic",0
2002-2003_Birmingham_Liverpool,2002-2003,28,Birmingham,Liverpool,H,3,19.0,8.0,3.0,0.0,3.0,"Disciplined, ChaosInducer",0
2002-2003_West Brom_West Ham,2002-2003,28,West Brom,West Ham,A,3,17.0,11.0,2.0,0.0,2.0,"Disciplined, LowTempoController",0
2002-2003_Tottenham_Fulham,2002-2003,28,Tottenham,Fulham,D,2,23.0,12.0,4.0,2.0,8.0,"AggressiveTackler, ChaosInducer",1
2002-2003_Blackburn_Man City,2002-2003,29,Blackburn,Man City,H,1,22.0,6.0,2.0,0.0,2.0,"Disciplined, RiskTaker",0
2002-2003_Fulham_Sunderland,2002-2003,29,Fulham,Sunderland,H,1,26.0,19.0,3.0,0.0,3.0,"HighPressure, LowTempoController",0
